Date,Ticker,Daily_Return_Percentage,Z_Score
2020-03-23,AXP,21.882229134536363,11.925562437195476
2020-11-08,AXP,21.387929016743985,11.655278184881885
2020-03-12,AXP,19.238587062118224,10.480013882363004
2020-04-05,AXP,13.953799264125704,7.590281779939397
2023-01-26,AXP,10.540154807262281,5.7236944446814375
2016-10-19,AXP,9.028574618308841,4.897159498649064
2020-04-28,AXP,8.991977512155833,4.87714813082341
2022-01-24,AXP,8.922149066260381,4.838965802699831
2018-04-18,AXP,7.588027977885801,4.109465833172047
2020-05-17,AXP,7.528577636547149,4.07695827252191
2020-04-16,AXP,7.424722090400916,4.020169860728441
2020-05-13,AXP,7.407398588575929,4.010697336709771
2020-05-26,AXP,7.326128202297511,3.966258533642914
2020-03-24,AXP,7.281350585640676,3.941774046986246
2020-03-03,AXP,7.11968682571103,3.853375993038903
2011-08-08,AXP,7.109709916680727,3.84792060004871
2024-01-25,AXP,7.103725578017496,3.844648352191666
2020-06-02,AXP,6.389427953594411,3.454069041369689
2015-08-06,AXP,6.2933428258004325,3.401529509232333
2024-04-18,AXP,6.225285853275342,3.3643158261447703
2010-05-09,AXP,6.13305455987647,3.3138835780450426
2022-11-09,AXP,6.094895008159543,3.293017861988783
2017-04-19,AXP,5.916588064286376,3.1955192831449812
2010-05-26,AXP,5.6588802933422295,3.0546041797941497
2020-05-25,AXP,5.586005749701604,3.014756239582098
2011-11-29,AXP,5.466539503587986,2.9494318671102833
2021-10-21,AXP,5.415024198564179,2.921263199533889
2022-03-08,AXP,5.373333170199179,2.8984664652742542
2011-08-10,AXP,5.303776020481974,2.8604324824211975
2020-04-07,AXP,5.138154864276494,2.769870516601247
2013-10-16,AXP,5.123136287415197,2.761658329972809
2020-03-09,AXP,5.09712551066005,2.7474355873629976
2010-06-09,AXP,5.038059952555903,2.7151384269233754
2010-07-21,AXP,4.957466081626952,2.6710695437469414
2010-07-06,AXP,4.947752676791109,2.6657582353555935
2011-10-20,AXP,4.914511462380449,2.6475818755701503
2022-06-16,AXP,4.858219472870589,2.6168013077566754
2018-12-25,AXP,4.849130034408656,2.611831185375143
2011-10-09,AXP,4.651119190761674,2.5035584763494327
2010-06-01,AXP,4.5419774810369695,2.4438795801741353
2019-01-03,AXP,4.506033908872517,2.424225565986687
2020-03-18,AXP,4.501706207219533,2.42185917042373
2021-12-01,AXP,4.471544586785252,2.4053667385302173
2020-04-06,AXP,4.423511811856344,2.3791023250880587
2022-07-14,AXP,4.396260508225012,2.3642012600034272
2021-01-27,AXP,4.277341514997464,2.2991761264591664
2010-06-14,AXP,4.261754933364626,2.290653353732404
2021-06-20,AXP,4.254910097862419,2.2869105845536586
2010-09-19,AXP,4.230074098503572,2.273330212476979
2021-04-25,AXP,4.164078066913269,2.237243455844763
2011-12-19,AXP,4.0834040077353695,2.19313072558003
2011-08-22,AXP,4.080691034805507,2.191647266779393
2023-05-25,AXP,4.077314184188973,2.1898007983865857
2011-09-06,AXP,3.9949861368499824,2.1447836642235636
2023-03-13,AXP,3.984002649625381,2.138777872346443
2020-05-19,AXP,3.9766207578350095,2.134741439759432
2010-11-03,AXP,3.945819260703355,2.1178991220607233
2010-06-24,AXP,3.921094227187827,2.1043794263199667
2022-10-12,AXP,3.912800492070232,2.0998443960530153
2021-12-06,AXP,3.902138388823586,2.094014337551349
2022-10-03,AXP,3.8851648500632727,2.0847331740075563
2015-10-04,AXP,3.883900745110491,2.084041958995239
2022-11-03,AXP,3.8834182472304213,2.0837781282291443
2022-07-18,AXP,3.829119442407071,2.054087437624524
2018-02-08,AXP,3.8261807856128724,2.0524805744540813
2021-09-30,AXP,3.8261736851583836,2.0524766919119504
2022-10-24,AXP,3.80569105143787,2.0412767485146324
2022-10-02,AXP,3.7877073481141124,2.0314432250503858
2022-05-22,AXP,3.7849062893646632,2.029911600754679
2020-09-13,AXP,3.7828976416155307,2.028813268313529
2018-10-18,AXP,3.7825820548373428,2.0286407048580246
2021-01-18,AXP,3.765856874729734,2.019495344301801
2013-07-17,AXP,-3.63279441159566,-2.02610136723573
2020-10-22,AXP,-3.6358268832762954,-2.0277595285659826
2011-11-15,AXP,-3.6636317572873494,-2.0429632869958114
2022-05-08,AXP,-3.6673517708511154,-2.044997397546239
2019-08-22,AXP,-3.6885552800465278,-2.056591517035633
2020-07-06,AXP,-3.6964301638453203,-2.0608975185982445
2023-03-09,AXP,-3.729958051794185,-2.079230632024123
2016-10-05,AXP,-3.760124178083263,-2.095725527727679
2015-01-21,AXP,-3.7641389231792903,-2.097920798045145
2014-04-09,AXP,-3.7872070399521762,-2.1105344885336046
2023-05-01,AXP,-3.809944386324484,-2.1229673131327194
2022-09-21,AXP,-3.8195231654298896,-2.1282050079164967
2020-03-19,AXP,-3.8277194761634292,-2.1326867663434186
2022-05-04,AXP,-3.829714390263493,-2.1337775891989215
2022-05-11,AXP,-3.839644580249931,-2.1392074361263376
2022-03-03,AXP,-3.8579045524184954,-2.149192023924717
2010-05-19,AXP,-3.8586219136559268,-2.149584278425007
2020-04-19,AXP,-3.8676931387739533,-2.154544441715164
2023-07-20,AXP,-3.8902494171877464,-2.1668782580073347
2020-06-09,AXP,-3.89280348795567,-2.168274828801101
2011-09-29,AXP,-3.8955524317228556,-2.169777956524566
2021-01-24,AXP,-3.9559166068923526,-2.202785203265841
2020-06-23,AXP,-3.9630078532625457,-2.206662710379736
2016-06-26,AXP,-3.979374258834124,-2.2156118923316472
2020-04-02,AXP,-3.991656366209442,-2.2223277721975054
2022-04-28,AXP,-3.994950929748714,-2.2241292458586663
2020-10-25,AXP,-4.0602313259899105,-2.259824691709638
2022-06-09,AXP,-4.075045230510529,-2.267924963109699
2016-06-13,AXP,-4.083543042422883,-2.2725715829593764
2010-09-06,AXP,-4.090828814721635,-2.2765554572240445
2020-03-04,AXP,-4.114073062987777,-2.2892654567507784
2021-01-25,AXP,-4.127108611147907,-2.2963933194826227
2011-08-03,AXP,-4.134244541891135,-2.300295260097384
2011-11-08,AXP,-4.148799158201235,-2.308253752206703
2020-11-10,AXP,-4.1655791717588135,-2.317429095798523
2018-12-03,AXP,-4.200761185081479,-2.3366666881508635
2021-07-18,AXP,-4.235046850593787,-2.3554141558016
2018-12-16,AXP,-4.276252729039389,-2.3779456091549505
2012-05-31,AXP,-4.29877316663185,-2.3902598276172853
2010-05-05,AXP,-4.343925585669127,-2.414949256934327
2022-09-12,AXP,-4.370574244907258,-2.429520794909083
2015-04-16,AXP,-4.437039931335378,-2.4658643597072607
2010-05-06,AXP,-4.470637235956509,-2.484235430302653
2020-06-25,AXP,-4.5273136464583414,-2.515226200251731
2011-09-08,AXP,-4.542680401969133,-2.5236287716334047
2018-12-20,AXP,-4.6360962752725605,-2.574708750296577
2020-05-10,AXP,-4.6591976391403325,-2.587340620360277
2010-07-15,AXP,-4.7202498532706585,-2.620724088124765
2020-04-12,AXP,-4.735282877060223,-2.6289441743612847
2010-06-28,AXP,-4.796897376004252,-2.6626351005401823
2020-02-26,AXP,-4.801704491784432,-2.665263640667248
2018-02-04,AXP,-4.8303794402990725,-2.6809431575041542
2023-03-12,AXP,-4.870234089128945,-2.7027357559124106
2020-03-26,AXP,-4.888003461988222,-2.7124520830676646
2020-02-23,AXP,-4.9740399446145345,-2.7594969967573504
2016-06-23,AXP,-5.043454627943747,-2.79745307871625
2020-04-29,AXP,-5.066612274892263,-2.8101157244764328
2010-05-13,AXP,-5.068939581108983,-2.811388299978742
2020-09-20,AXP,-5.0947472971351955,-2.825500008592569
2020-03-02,AXP,-5.146220055814229,-2.853645411746052
2020-03-30,AXP,-5.162287358289102,-2.8624310435511027
2020-04-14,AXP,-5.204184448011757,-2.8853404525562607
2015-10-21,AXP,-5.241149330069432,-2.905552920951859
2010-06-03,AXP,-5.254104255541682,-2.9126366990433628
2022-06-12,AXP,-5.264867901046475,-2.918522281046509
2023-10-19,AXP,-5.3802988122755036,-2.981640124664987
2018-02-07,AXP,-5.6297630060989166,-3.118047624237737
2020-02-24,AXP,-5.686876417589189,-3.1492773471653184
2022-06-15,AXP,-5.963638588062168,-3.3006114327185747
2020-05-12,AXP,-6.14624625365744,-3.4004616544473896
2015-02-11,AXP,-6.429475599618788,-3.555332003959597
2010-10-03,AXP,-6.534231434200924,-3.6126126951962756
2024-08-01,AXP,-6.594818392915916,-3.6457417604074522
2020-03-22,AXP,-6.961626345927286,-3.8463130525308347
2020-06-10,AXP,-7.1213335480185105,-3.9336412569000956
2011-08-09,AXP,-7.158383657384085,-3.953900327751091
2020-03-10,AXP,-7.666982489710457,-4.232003144592094
2022-03-06,AXP,-7.9907517326348225,-4.40904078750584
2010-01-21,AXP,-8.467747071770534,-4.669862753665106
2022-02-28,AXP,-8.471247752725485,-4.671776932724425
2021-11-25,AXP,-8.618369620910855,-4.752223452379442
2011-08-07,AXP,-8.832870951352305,-4.869513191207686
2020-03-31,AXP,-9.076045187233259,-5.002481329715433
2020-03-08,AXP,-9.192513638266048,-5.066166502088267
2016-01-21,AXP,-12.10087261059601,-6.656462765432296
2020-03-11,AXP,-12.423973924767996,-6.833135183623375
2020-03-15,AXP,-13.78515259910256,-7.577430293041608
2020-03-17,AXP,-14.818661794266172,-8.142555102887096
2020-03-23,MA,16.610934060012625,9.521292116664803
2011-08-02,MA,13.394118262177724,7.666651533334987
2020-04-05,MA,12.19676869754564,6.976325063136236
2020-03-12,MA,11.805386529347832,6.750675446139259
2011-06-28,MA,11.310792070920872,6.465519250529283
2011-08-08,MA,10.566523681120596,6.0364146802451595
2020-11-08,MA,9.858412430969922,5.628156345115814
2014-10-29,MA,9.395978378581265,5.361542085993202
2022-01-27,MA,9.123329089540782,5.20434737288254
2020-03-24,MA,8.187472521959329,4.664783506160511
2011-08-10,MA,7.796912085945704,4.439607655133734
2020-04-28,MA,7.214650421543076,4.103907328852974
2020-03-09,MA,7.083682527941393,4.028398382785752
2011-11-01,MA,6.987699243775614,3.973059654887516
2022-11-09,MA,6.8527420572872515,3.8952507000689685
2018-12-25,MA,6.744950402215647,3.833103909390235
2016-01-28,MA,6.71223399397425,3.8142414123501123
2012-02-01,MA,6.6970689816977655,3.805498093185368
2011-10-26,MA,6.105237926128622,3.464280577755287
2013-07-31,MA,5.8580492370351545,3.321765058265051
2020-03-01,MA,5.681313310822818,3.219868760221999
2015-08-25,MA,5.6323133470376066,3.1916180529608282
2011-08-22,MA,5.356203984782536,3.032428450304615
2020-04-16,MA,5.35338033343672,3.0308004869059486
2018-10-30,MA,5.294869147566358,2.997066127615944
2010-09-14,MA,5.221549030421653,2.954793746050736
2022-04-26,MA,5.073978550809957,2.8697126541916664
2018-11-25,MA,5.06567512433041,2.864925351250656
2018-10-11,MA,4.992018994654999,2.8224592431822475
2011-09-06,MA,4.984500598509343,2.8181245459258273
2010-06-09,MA,4.94216428160504,2.7937157341025705
2022-03-28,MA,4.867477342763673,2.7506553176767676
2010-07-19,MA,4.835821428215274,2.7324042434737015
2021-02-23,MA,4.8227865668239085,2.7248890531569985
2018-11-27,MA,4.819154526958855,2.7227950170177415
2022-04-27,MA,4.773623811586724,2.69654448922127
2020-04-07,MA,4.743273507048528,2.679046158558121
2019-01-03,MA,4.735619715708004,2.674633399815134
2011-11-29,MA,4.716556510755889,2.663642595313265
2020-04-21,MA,4.7116296197133245,2.660802018590366
2010-11-30,MA,4.708279375514697,2.6588704504666887
2023-01-05,MA,4.689645909412546,2.64812740995302
2011-10-09,MA,4.607375829057818,2.6006949676221973
2018-11-06,MA,4.564430659360632,2.575935124477932
2021-12-01,MA,4.544849146996334,2.5646454921843316
2020-04-01,MA,4.4923847929705865,2.534397406415844
2022-03-08,MA,4.3903140965209735,2.4755490085275955
2018-12-02,MA,4.371603885114285,2.464761720856079
2011-06-30,MA,4.357216353614754,2.4564666547130547
2018-10-24,MA,4.348705905544021,2.4515599944109865
2022-06-23,MA,4.337684694880049,2.4452057653038715
2020-08-04,MA,4.329032520009638,2.440217393057151
2010-06-20,MA,4.2378267125962275,2.3876330977493114
2011-12-19,MA,4.228662302173928,2.38234939841442
2010-05-11,MA,4.201742933202796,2.366829158118071
2021-12-20,MA,4.070984900350932,2.291441206315962
2010-05-20,MA,4.06334728566263,2.2870377741485703
2012-05-20,MA,4.060266056835028,2.285261305619025
2020-11-03,MA,3.998119832996931,2.2494311816472363
2021-02-01,MA,3.9837123732769606,2.2411246259789475
2021-11-04,MA,3.9829386391584696,2.2406785330762
2010-10-12,MA,3.9436716107063523,2.2180393056131043
2020-05-17,MA,3.9291464115540133,2.2096648678081774
2015-04-21,MA,3.9079443201170196,2.1974408979877778
2022-11-29,MA,3.867338810175843,2.174029975082464
2013-01-01,MA,3.865419167197289,2.1729232136148267
2021-11-09,MA,3.8561003648183094,2.167550500296359
2011-11-27,MA,3.7695348187017017,2.117641526629285
2010-07-06,MA,3.7694701232534875,2.117604226761541
2022-10-12,MA,3.7334942282853847,2.0968624874072512
2010-02-28,MA,3.7304745465562767,2.0951215035786737
2018-10-15,MA,3.724044316139161,2.0914141833461097
2022-10-03,MA,3.714536771842505,2.0859326517295798
2016-02-29,MA,3.6585561863357965,2.0536572986213337
2014-01-27,MA,3.655428149521504,2.051853843158997
2022-05-22,MA,3.643873838970112,2.045192257725529
2014-04-13,MA,3.640069996157997,2.0429991693750225
2024-07-30,MA,3.6339208413125537,2.039453901990669
2015-02-11,MA,3.6230405435101822,2.033180915555892
2010-08-08,MA,3.601365050790997,2.020684008369684
2022-05-12,MA,3.5985677304035626,2.019071225965854
2021-09-30,MA,3.595274850541196,2.017172730990517
2011-09-29,MA,-3.413837478035737,-2.0238992465984538
2012-01-19,MA,-3.4684020395295287,-2.0553581974734443
2021-02-24,MA,-3.4710708496957605,-2.0568968878911016
2018-02-04,MA,-3.494575535791632,-2.0704484082365227
2014-04-10,MA,-3.4986381161676516,-2.072790670558001
2024-02-19,MA,-3.499030126550997,-2.073016682369597
2020-10-25,MA,-3.5041129753858917,-2.0759471758515273
2021-12-19,MA,-3.5183884495867868,-2.0841776358663897
2010-11-11,MA,-3.530771126503448,-2.0913168121771246
2010-08-01,MA,-3.580283016762795,-2.1198626683290875
2015-08-31,MA,-3.5942101361006085,-2.127892285924901
