Date,Ticker,Volume,Avg_Volume,Volume_Status
2016-11-14,V,18523400,10907095,Spike
2016-11-21,V,18133900,10821800,Spike
2016-11-29,MA,6889200,4119030,Spike
2016-11-30,V,21053000,11786295,Spike
2016-12-13,V,20146200,12592350,Spike
2016-12-15,AXP,8200600,4179105,Spike
2017-01-02,AXP,5853900,3727240,Spike
2017-01-09,AXP,9561400,4023805,Spike
2017-01-12,MA,4661900,3081595,Spike
2017-01-16,AXP,6450300,4145620,Spike
2017-01-18,AXP,8111400,4286750,Spike
2017-01-19,AXP,8465900,4547800,Spike
2017-01-30,MA,6470200,3419975,Spike
2017-01-31,MA,6149100,3491865,Spike
2017-02-02,MA,7132600,3726035,Spike
2017-02-02,V,28079600,8816870,Spike
2017-03-09,V,12246700,7653195,Spike
2017-03-16,AXP,6672600,3970915,Spike
2017-03-20,AXP,6804000,4156300,Spike
2017-04-19,AXP,11099300,3974050,Spike
2017-04-19,V,12178300,6938420,Spike
2017-04-20,MA,4067400,2510240,Spike
2017-04-20,V,19442600,7525015,Spike
2017-04-23,V,11705400,7730405,Spike
2017-05-01,MA,6802600,2865590,Spike
2017-05-17,MA,5088400,3247595,Spike
2017-05-30,MA,4708500,3130195,Spike
2017-06-04,V,14510500,7522285,Spike
2017-06-08,V,16887100,8290540,Spike
2017-06-11,MA,6574200,3646515,Spike
2017-06-11,V,15610000,8776100,Spike
2017-06-15,AXP,5914700,3239740,Spike
2017-06-15,V,14705100,9452530,Spike
2017-07-18,AXP,5539700,3227225,Spike
2017-07-19,AXP,5386400,3362375,Spike
2017-07-20,V,17400200,7865625,Spike
2017-07-23,AXP,5389100,3505480,Spike
2017-07-26,AXP,6119300,3668380,Spike
2017-07-26,MA,4914500,3179140,Spike
2017-07-27,MA,5257900,3234665,Spike
2017-08-15,V,13408300,7731085,Spike
2017-08-30,MA,4374700,2382155,Spike
2017-08-30,V,13766000,6710055,Spike
2017-09-06,MA,7269000,2804545,Spike
2017-09-07,MA,4451300,2897590,Spike
2017-09-10,MA,5457600,3046255,Spike
2017-09-14,AXP,7791600,3014400,Spike
2017-09-14,MA,6152500,3451160,Spike
2017-09-14,V,12622900,6616050,Spike
2017-10-17,AXP,4720200,2990765,Spike
2017-10-18,AXP,6512100,3172480,Spike
2017-10-18,V,10840200,5956095,Spike
2017-10-23,V,10511200,6159020,Spike
2017-10-24,V,13261300,6405215,Spike
2017-10-29,MA,6555700,3146890,Spike
2017-10-30,MA,7613700,3401850,Spike
2017-11-28,AXP,4325500,2794980,Spike
2017-11-28,MA,7217000,3164380,Spike
2017-11-28,V,14505400,5932170,Spike
2017-11-29,AXP,5328300,2945395,Spike
2017-11-29,MA,6943700,3284980,Spike
2017-11-29,V,18533300,6550470,Spike
2017-11-30,V,13101800,6930230,Spike
2017-12-03,MA,7490100,3545020,Spike
2017-12-03,V,18909100,7687805,Spike
2017-12-04,MA,6807100,3728230,Spike
2017-12-14,AXP,7891800,3565175,Spike
2017-12-14,V,16388000,9638780,Spike
2018-01-15,MA,4673400,2814705,Spike
2018-01-16,AXP,4469700,2755290,Spike
2018-01-17,AXP,5290700,2845555,Spike
2018-01-17,MA,4150600,2749095,Spike
2018-01-18,AXP,12306000,3296725,Spike
2018-01-30,MA,5815300,3262165,Spike
2018-01-31,MA,6848400,3417965,Spike
2018-02-01,MA,6556500,3583430,Spike
2018-02-01,V,13937700,7783575,Spike
2018-02-04,AXP,6421900,4227125,Spike
2018-02-04,MA,7196000,3805845,Spike
2018-02-04,V,16623900,8185245,Spike
2018-02-05,AXP,7244000,4494500,Spike
2018-02-05,MA,7259900,4011685,Spike
2018-02-05,V,19053300,8804875,Spike
2018-02-07,MA,6557700,4308270,Spike
2018-02-08,AXP,8017600,4975810,Spike
2018-02-08,V,17695500,9786280,Spike
2018-03-18,V,17387800,7658625,Spike
2018-04-18,AXP,11716900,4214635,Spike
2018-04-25,V,14345800,8140285,Spike
2018-05-01,MA,10133100,4260085,Spike
2018-05-28,AXP,4377800,2771555,Spike
2018-05-28,V,10401900,6292245,Spike
2018-05-29,V,10631300,6503445,Spike
2018-05-30,V,11086000,6631980,Spike
2018-06-06,AXP,4245700,2745425,Spike
2018-06-14,AXP,6741200,3076025,Spike
2018-06-21,AXP,7235400,3531830,Spike
2018-06-24,AXP,7996700,3839125,Spike
2018-07-11,V,11816100,7568170,Spike
2018-07-18,AXP,7171100,4229470,Spike
2018-07-24,MA,4967900,2918035,Spike
2018-07-25,MA,7279900,3120380,Spike
2018-07-26,MA,4913000,3234975,Spike
2018-07-29,MA,5939300,3381595,Spike
2018-07-29,V,12812400,7693215,Spike
2018-09-04,AXP,5511800,2492715,Spike
2018-09-04,V,11363400,6148670,Spike
2018-09-05,V,9589200,6358655,Spike
2018-09-06,V,13626200,6756000,Spike
2018-09-11,AXP,4103100,2667900,Spike
2018-09-20,AXP,5662900,2932095,Spike
2018-09-20,MA,7177800,3208435,Spike
2018-09-20,V,15628100,7771190,Spike
2018-10-03,MA,5664900,3215520,Spike
2018-10-07,MA,5611000,3378245,Spike
2018-10-07,V,11637300,7661115,Spike
2018-10-08,MA,5659400,3524790,Spike
2018-10-09,AXP,4555600,2874505,Spike
2018-10-09,MA,8455000,3832975,Spike
2018-10-09,V,15450100,8130520,Spike
2018-10-10,AXP,6069300,3006490,Spike
2018-10-10,MA,9185200,4097335,Spike
2018-10-10,V,15657200,8623210,Spike
2018-10-11,AXP,4855900,3099295,Spike
2018-10-18,AXP,5726300,3325750,Spike
2018-10-29,MA,9239200,5636195,Spike
2018-11-06,V,20502100,11957105,Spike
2018-11-19,MA,7892900,4727585,Spike
2018-11-25,MA,6917200,4606995,Spike
2018-11-29,MA,7944700,4386305,Spike
2018-12-05,AXP,7455200,3780760,Spike
2018-12-05,V,16391900,10316605,Spike
2018-12-09,V,15744300,10482730,Spike
2018-12-16,AXP,7345500,4087470,Spike
2018-12-19,AXP,7110500,4492495,Spike
2018-12-19,V,18091700,11418350,Spike
2018-12-20,AXP,11005300,4903210,Spike
2018-12-20,MA,8374300,5528970,Spike
2018-12-20,V,25448600,12319965,Spike
2019-01-17,AXP,9872500,4825040,Spike
2019-01-30,MA,11316200,4306125,Spike
2019-01-30,V,20095700,9220680,Spike
2019-03-14,V,20162000,8698940,Spike
2019-03-25,V,15594400,9103065,Spike
2019-03-27,V,16902200,9761795,Spike
2019-04-17,AXP,6186800,3571230,Spike
2019-04-28,V,10003600,6502655,Spike
2019-04-29,MA,7179600,3096000,Spike
2019-04-30,MA,5146000,3183980,Spike
2019-05-05,V,10442400,6621285,Spike
2019-05-06,AXP,6282300,3195485,Spike
2019-05-16,AXP,5273600,3347485,Spike
2019-05-27,MA,6252100,4016830,Spike
2019-06-05,V,13738500,7279305,Spike
2019-06-19,V,11474100,7349355,Spike
2019-06-20,AXP,5703800,2825985,Spike
2019-06-20,V,11728200,7628865,Spike
2019-06-27,AXP,4338900,2856915,Spike
2019-07-18,AXP,7819000,3280070,Spike
2019-07-30,MA,5513100,2847155,Spike
2019-07-31,MA,4988100,3001720,Spike
2019-08-04,AXP,5876200,3395200,Spike
2019-08-04,MA,6861300,3324050,Spike
2019-08-04,V,16858300,6614135,Spike
2019-08-13,AXP,5626300,3726460,Spike
2019-09-04,AXP,5261100,3216330,Spike
2019-09-08,AXP,5336000,3455030,Spike
2019-09-08,MA,4795900,2997575,Spike
2019-09-09,AXP,6196100,3618935,Spike
2019-09-09,MA,8683800,3265635,Spike
2019-09-09,V,15255200,6304935,Spike
2019-09-10,MA,6342300,3387760,Spike
2019-09-11,MA,5497900,3475140,Spike
2019-09-19,V,12820400,7008210,Spike
2019-09-29,V,16464000,8546490,Spike
2019-10-17,AXP,6188500,3256645,Spike
2019-10-21,MA,5619500,3178680,Spike
2019-10-22,MA,5367000,3242850,Spike
2019-10-30,MA,5356000,3410075,Spike
2019-11-25,AXP,4596200,2342485,Spike
2019-11-25,MA,5712800,3342990,Spike
2019-11-26,V,11452700,6888630,Spike
2019-12-01,AXP,5538200,2508535,Spike
2019-12-03,V,10650400,6727765,Spike
2019-12-05,V,14526700,6975045,Spike
2019-12-19,AXP,5828700,3241615,Spike
2019-12-19,MA,5099400,3041490,Spike
2020-01-12,V,11290500,7030755,Spike
2020-01-13,MA,4951400,3042975,Spike
2020-01-14,MA,4664200,3065650,Spike
2020-01-14,V,10831100,7043735,Spike
2020-01-16,MA,4821000,3160005,Spike
2020-01-16,V,12518900,7210005,Spike
2020-01-20,MA,5998600,3333090,Spike
2020-01-20,V,14861700,7660380,Spike
2020-01-23,AXP,8612500,3054275,Spike
2020-01-26,AXP,6432400,3301565,Spike
2020-01-30,V,16699600,8764840,Spike
2020-02-23,AXP,6329300,2977840,Spike
2020-02-23,MA,7816000,3942345,Spike
2020-02-23,V,13316800,8685740,Spike
2020-02-24,AXP,7628100,3037625,Spike
2020-02-24,MA,12715700,4359755,Spike
2020-02-24,V,18539000,9252745,Spike
2020-02-25,AXP,5268000,3115390,Spike
2020-02-25,MA,9403300,4655610,Spike
2020-02-26,AXP,8279800,3403460,Spike
2020-02-26,MA,13814600,5126870,Spike
2020-02-26,V,17536600,10127440,Spike
2020-02-27,AXP,11362100,3850140,Spike
2020-02-27,MA,12846000,5593565,Spike
2020-02-27,V,22659000,10831795,Spike
2020-03-01,AXP,9851600,4166590,Spike
2020-03-01,MA,9688100,5798630,Spike
2020-03-01,V,17434500,10868540,Spike
2020-03-02,AXP,9285000,4494745,Spike
2020-03-03,AXP,7470900,4740915,Spike
2020-03-04,AXP,12060600,5139720,Spike
2020-03-05,AXP,9897700,5549175,Spike
2020-03-08,AXP,12266300,6018210,Spike
2020-03-08,V,20486400,12335315,Spike
2020-03-09,AXP,9793200,6417045,Spike
2020-03-11,AXP,12206600,7296085,Spike
2020-03-11,MA,15031500,7808870,Spike
2020-03-11,V,27467700,14053220,Spike
2020-03-12,AXP,12680400,7771190,Spike
2020-03-15,AXP,15072400,8406795,Spike
2020-03-15,V,23692000,15433060,Spike
2020-03-17,AXP,14359300,9439710,Spike
2020-03-22,V,30344100,18874325,Spike
2020-05-12,AXP,10681600,6476720,Spike
2020-05-13,AXP,10625100,6631645,Spike
2020-05-26,AXP,11007700,6396615,Spike
2020-06-25,AXP,10489400,6324270,Spike
2020-07-30,V,14180800,7809935,Spike
2020-08-16,AXP,7488500,3852920,Spike
2020-09-02,AXP,6747900,3983225,Spike
2020-09-02,MA,6297400,3502325,Spike
2020-09-03,MA,6571200,3647760,Spike
2020-09-03,V,13243600,8000390,Spike
2020-09-07,V,14186900,8433465,Spike
2020-09-15,AXP,5798900,3821505,Spike
2020-09-17,AXP,6630300,4004680,Spike
2020-09-20,AXP,8339900,4279420,Spike
2020-09-22,AXP,9427200,4640615,Spike
2020-10-22,AXP,8921200,3518415,Spike
2020-10-25,AXP,5731500,3608445,Spike
2020-10-25,MA,5173300,2846635,Spike
2020-10-25,V,12608700,6663130,Spike
2020-10-27,AXP,7037800,3736285,Spike
2020-10-27,MA,11518200,3340055,Spike
2020-10-27,V,17809500,7254570,Spike
2020-10-28,MA,9582300,3693990,Spike
2020-10-28,V,16820900,7733885,Spike
2020-10-29,MA,6892800,3929400,Spike
2020-11-08,AXP,17261700,4767275,Spike
2020-11-08,MA,10933700,4726145,Spike
2020-11-08,V,17916900,8899095,Spike
2020-12-17,AXP,8394100,4095020,Spike
2020-12-17,MA,8443700,3508695,Spike
2020-12-17,V,13298200,8545135,Spike
2021-01-05,AXP,5861500,3421865,Spike
2021-01-06,AXP,8696600,3675545,Spike
2021-01-13,MA,8712200,3809915,Spike
2021-01-13,V,12887500,7851320,Spike
2021-01-14,MA,7911500,4035825,Spike
2021-01-18,AXP,5818500,3666870,Spike
2021-01-19,V,12675700,8045465,Spike
2021-01-24,AXP,6156700,3545705,Spike
2021-01-24,V,19282400,8626270,Spike
2021-01-25,AXP,8932500,3956980,Spike
2021-01-26,MA,7449400,4511550,Spike
2021-01-28,MA,7627200,4887065,Spike
2021-01-28,V,21503000,10214740,Spike
2021-02-23,MA,7467400,4628740,Spike
2021-03-07,MA,7213300,4328745,Spike
2021-03-07,V,14750400,9355400,Spike
2021-03-08,AXP,5806100,3660635,Spike
2021-03-17,MA,7205200,4780795,Spike
2021-03-18,MA,12224300,5187220,Spike
2021-03-18,V,32209700,10521780,Spike
2021-04-22,AXP,6395300,2696655,Spike
2021-04-25,AXP,4821100,2803335,Spike
2021-04-28,MA,4637100,2959675,Spike
2021-05-26,MA,5416300,3333210,Spike
2021-06-15,V,8905400,5934795,Spike
2021-06-17,AXP,6900200,3117660,Spike
2021-06-17,MA,5009400,3185545,Spike
2021-06-17,V,8840000,5881105,Spike
2021-06-24,AXP,9186000,3411885,Spike
2021-06-27,MA,4800300,3154170,Spike
2021-06-28,V,11897700,6938010,Spike
2021-07-12,MA,5161000,3354185,Spike
2021-07-18,AXP,6739800,3678300,Spike
2021-07-18,MA,6814400,3452015,Spike
2021-07-18,V,11474600,7630210,Spike
2021-07-22,AXP,6326600,3986650,Spike
2021-07-26,AXP,7922600,3907605,Spike
2021-07-27,AXP,7961700,4166395,Spike
2021-08-02,MA,6328500,3598915,Spike
2021-08-16,AXP,7631600,4146140,Spike
2021-08-30,MA,6780400,3278045,Spike
2021-09-01,MA,7412000,3585345,Spike
2021-09-01,V,19708800,7150765,Spike
2021-09-02,V,11532000,7501880,Spike
2021-09-16,AXP,6390600,3354410,Spike
2021-09-16,V,13787400,8113590,Spike
2021-09-19,AXP,5976900,3499505,Spike
2021-10-03,MA,7901500,4131440,Spike
2021-10-12,AXP,5608100,3644385,Spike
2021-10-21,AXP,6026100,3274990,Spike
2021-10-26,MA,9652700,3941690,Spike
2021-10-26,V,22958100,6991625,Spike
2021-10-27,MA,9505100,4197280,Spike
2021-10-27,V,23199400,7795170,Spike
2021-10-28,V,14329800,8115390,Spike
2021-10-31,V,13210300,8261735,Spike
2021-11-01,V,14688700,8705470,Spike
2021-11-04,MA,7201500,4457675,Spike
2021-11-16,MA,11727300,5378410,Spike
2021-11-16,V,38379600,13052020,Spike
2021-11-21,MA,11378200,6234815,Spike
2021-11-22,AXP,5890300,3510990,Spike
2021-11-25,AXP,6804200,3621950,Spike
2021-11-28,AXP,6258500,3762105,Spike
2021-11-29,AXP,7444900,4021830,Spike
2021-11-29,MA,10237600,6399640,Spike
2021-12-16,AXP,9576800,4992755,Spike
2022-01-03,MA,6854500,3823250,Spike
2022-01-04,MA,5976600,3875105,Spike
2022-01-09,V,11978600,7812980,Spike
2022-01-13,AXP,6508500,3556610,Spike
2022-01-20,V,16200200,8039820,Spike
2022-01-23,AXP,5405000,3464660,Spike
2022-01-23,MA,7472800,4358710,Spike
2022-01-23,V,16054000,8602610,Spike
2022-01-24,AXP,13320800,4046335,Spike
2022-01-24,MA,6994400,4574575,Spike
2022-01-25,AXP,8257300,4357435,Spike
2022-01-25,MA,7438600,4850500,Spike
2022-01-26,MA,8416100,5194545,Spike
2022-01-27,MA,8813400,5557315,Spike
2022-01-27,V,26425300,10864815,Spike
2022-02-28,AXP,8562500,4336310,Spike
2022-03-06,AXP,7760400,4673230,Spike
2022-03-17,AXP,8744100,5173600,Spike
2022-03-17,V,14620800,9349535,Spike
2022-04-26,MA,5702300,3199210,Spike
2022-04-26,V,15955800,7551660,Spike
2022-04-27,MA,6843300,3410665,Spike
2022-05-08,MA,5777400,3681805,Spike
2022-05-11,AXP,5314800,3392165,Spike
2022-06-12,AXP,4156500,2663945,Spike
2022-06-12,MA,4825100,2937625,Spike
2022-06-15,AXP,4815100,2827975,Spike
2022-06-15,MA,4528500,2952060,Spike
2022-06-16,AXP,10033600,3191240,Spike
2022-06-16,MA,6235300,3044790,Spike
2022-06-16,V,15089300,6906705,Spike
2022-06-23,AXP,8957200,3536345,Spike
2022-07-21,AXP,9298400,4128885,Spike
2022-07-26,MA,4580300,2615185,Spike
2022-07-26,V,17432200,5820830,Spike
2022-08-01,V,9939400,6415470,Spike
2022-09-07,AXP,3399200,2220855,Spike
2022-09-08,AXP,3543500,2299620,Spike
2022-09-11,AXP,4146300,2409805,Spike
2022-09-15,AXP,6527200,2826215,Spike
2022-09-15,MA,3650900,2316675,Spike
2022-09-15,V,9398200,4938470,Spike
2022-09-18,V,8133600,5136210,Spike
2022-09-22,V,10755800,5734615,Spike
2022-09-25,V,9914600,5977335,Spike
2022-09-26,MA,4073300,2649825,Spike
2022-09-26,V,9799600,6243505,Spike
2022-09-27,AXP,5269500,3181365,Spike
2022-09-27,MA,5611400,2799450,Spike
2022-10-02,MA,5285200,3047955,Spike
2022-10-12,AXP,5232300,3144620,Spike
2022-10-16,V,13952100,7748450,Spike
2022-10-20,AXP,11755400,3656750,Spike
2022-10-24,V,11907200,7426385,Spike
2022-10-25,MA,5278000,3220440,Spike
2022-10-25,V,15450000,7711335,Spike
2022-11-29,MA,4252300,2634240,Spike
2022-11-29,V,13918100,7597390,Spike
2022-12-12,V,14585000,7558835,Spike
2022-12-14,AXP,4282200,2560130,Spike
2022-12-15,AXP,4510600,2647180,Spike
2022-12-15,MA,5947100,2590320,Spike
2022-12-15,V,12472900,8132805,Spike
2023-01-05,MA,4432800,2547205,Spike
2023-01-09,V,10857000,6384500,Spike
2023-01-18,AXP,3852300,2527055,Spike
2023-01-26,AXP,13997300,3468535,Spike
2023-01-26,V,11382600,5924105,Spike
2023-01-29,AXP,10240700,3892645,Spike
2023-01-30,V,11294200,6380940,Spike
2023-02-01,AXP,6895500,4300735,Spike
2023-03-08,AXP,4349400,2514410,Spike
2023-03-09,AXP,5104300,2591730,Spike
2023-03-12,AXP,6123200,2768580,Spike
2023-03-13,AXP,5284000,2877660,Spike
2023-03-13,V,7985600,5315915,Spike
2023-03-14,AXP,6100800,3066405,Spike
2023-03-14,V,8372200,5493055,Spike
2023-03-15,V,13674600,5956420,Spike
2023-03-16,AXP,7447200,3505615,Spike
2023-03-16,MA,8426800,2841405,Spike
2023-03-16,V,18801200,6703185,Spike
2023-04-19,AXP,10832400,3456235,Spike
2023-04-23,V,9124100,5966595,Spike
2023-04-26,MA,3859900,2496140,Spike
2023-04-27,V,11627900,6453435,Spike
2023-05-01,AXP,4925600,3246555,Spike
2023-05-22,MA,3979000,2588115,Spike
2023-05-22,V,8537200,5470170,Spike
2023-05-30,AXP,5588500,2934245,Spike
2023-05-30,MA,10695300,3060085,Spike
2023-05-30,V,20460600,5921705,Spike
2023-06-01,AXP,4819800,3046935,Spike
2023-06-14,V,12534000,7633065,Spike
2023-06-15,MA,5886900,3396500,Spike
2023-06-15,V,13628500,7983395,Spike
2023-06-29,MA,4406800,2928170,Spike
2023-07-19,AXP,3940700,2592265,Spike
2023-07-20,AXP,9098400,2909390,Spike
2023-07-23,AXP,4979900,2947665,Spike
2023-07-27,MA,4501000,2579595,Spike
2023-08-30,AXP,3653900,2377925,Spike
2023-09-04,AXP,4151000,2481090,Spike
2023-09-13,MA,3557700,2170700,Spike
2023-09-13,V,12000000,4569435,Spike
2023-09-14,AXP,7269500,2894825,Spike
2023-09-14,MA,4753800,2302460,Spike
2023-09-14,V,13051300,5013120,Spike
2023-10-17,V,9528300,5720275,Spike
2023-10-18,AXP,4642200,3008760,Spike
2023-10-19,AXP,8261000,3302780,Spike
2023-10-22,AXP,5313500,3446735,Spike
2023-10-24,V,10365300,5871190,Spike
2023-10-25,MA,6920100,2637230,Spike
2023-11-13,V,14092000,6174235,Spike
2023-11-14,V,13258900,6360765,Spike
2023-11-29,AXP,4253100,2561560,Spike
2023-12-04,AXP,6452500,2823115,Spike
2023-12-13,MA,3989700,2583845,Spike
2023-12-14,AXP,7139200,3360505,Spike
2023-12-14,MA,5566600,2709145,Spike
2023-12-14,V,13373600,5817585,Spike
2023-12-18,V,8731200,5764080,Spike
2024-01-25,AXP,13555400,3358475,Spike
2024-01-25,V,8586500,5411795,Spike
2024-01-30,MA,4740500,2589740,Spike
2024-02-19,MA,5044200,2664045,Spike
2024-02-28,AXP,5186500,3256220,Spike
2024-03-11,V,7988700,5207335,Spike
2024-03-14,AXP,5266600,2907750,Spike
2024-03-14,MA,4179300,2446720,Spike
2024-03-14,V,9845000,5535650,Spike
2024-03-21,V,8743000,5677155,Spike
2024-04-14,V,10267500,6469155,Spike
2024-04-15,AXP,4176700,2515970,Spike
2024-04-18,AXP,7572300,2822950,Spike
2024-04-21,AXP,5151300,2966310,Spike
2024-04-22,AXP,4684500,3094560,Spike
2024-04-23,MA,4043100,2338060,Spike
2024-04-30,MA,4979100,2441370,Spike
2024-05-01,MA,3866500,2507065,Spike
2024-05-12,V,10528400,7011390,Spike
2024-05-13,V,18526100,7525840,Spike
2024-05-14,V,21288400,8293215,Spike
2024-05-30,AXP,5102500,2547205,Spike
2024-05-30,MA,3917100,2334995,Spike
2024-06-16,V,9258200,6005890,Spike
2024-06-19,V,10164400,6247530,Spike
2024-06-20,AXP,5064300,2883110,Spike
2024-06-20,MA,5062400,2471850,Spike
2024-06-20,V,14790200,6776915,Spike
2024-06-23,V,24149600,7678600,Spike
2024-06-24,V,19897700,8456500,Spike
2024-06-27,MA,4105000,2672480,Spike
2024-07-09,MA,4760900,2822245,Spike
2024-07-18,AXP,5750400,2910155,Spike
2024-07-23,V,13065900,8264735,Spike
2024-07-30,MA,4313600,2736960,Spike
2024-08-01,AXP,6902600,3061845,Spike
2024-08-04,AXP,4890700,3174450,Spike
2024-08-04,MA,4496700,2920915,Spike
2024-08-05,V,21586800,8238985,Spike
2024-08-06,V,12908600,8402640,Spike
2024-08-11,V,26769400,9399870,Spike
